code,name,ex_dividend_date,dividend,payment_date,yield
5280,KIP Real Estate Investment Trust (KIPR),"Feb 12, 2018",0.0517,"Feb 28, 2018",7.03%
5280,KIP Real Estate Investment Trust (KIPR),"Nov 09, 2017",0.0392,"Nov 28, 2017",4.64%
5280,KIP Real Estate Investment Trust (KIPR),"Aug 09, 2017",0.0292,"Aug 29, 2017",3.14%
5273,Chin Hin Group Bhd (CHIU),"Mar 30, 2018",0.035,"Apr 16, 2018",4.58%
5273,Chin Hin Group Bhd (CHIU),"Sep 29, 2017",0.04,"Oct 13, 2017",3.96%
5273,Chin Hin Group Bhd (CHIU),"Mar 29, 2017",0.035,"Apr 10, 2017",2.61%
0090,Elsoft Research Bhd (ELSR),"Sep 12, 2018",0.08,"Sep 28, 2018",2.52%
0090,Elsoft Research Bhd (ELSR),"Jun 20, 2018",0.05,"Jun 29, 2018",1.63%
0090,Elsoft Research Bhd (ELSR),"Mar 20, 2018",0.05,"Apr 20, 2018",1.94%
0090,Elsoft Research Bhd (ELSR),"Dec 13, 2017",0.05,"Dec 22, 2017",1.92%
0090,Elsoft Research Bhd (ELSR),"Sep 13, 2017",0.05,"Sep 29, 2017",1.97%
0090,Elsoft Research Bhd (ELSR),"Mar 20, 2017",0.04,"Apr 20, 2017",1.43%
5197,Focus Lumber Bhd (FOLU),"Jun 12, 2018",0.08,"Jun 28, 2018",5.19%
5197,Focus Lumber Bhd (FOLU),"Mar 12, 2018",0.06,"Mar 27, 2018",5.26%
5197,Focus Lumber Bhd (FOLU),"Dec 03, 2015",0.15,"Dec 21, 2015",10.20%
5197,Focus Lumber Bhd (FOLU),"Aug 13, 2015",0.09,"Aug 28, 2015",-
7245,WZ Satu Bhd (WZRB),"Feb 06, 2018",0.015,"Mar 01, 2018",3.85%
7245,WZ Satu Bhd (WZRB),"Jan 31, 2017",0.02,"Mar 01, 2017",2.00%
7245,WZ Satu Bhd (WZRB),"Feb 12, 2016",0.0167,"Feb 29, 2016",1.64%
5219,PESTECH International Bhd (PEIN),"Jan 26, 2016",0.0175,"Feb 25, 2016",1.02%
5275,myNEWS Holdings Bhd (MYNE),"Jul 25, 2018",0.01,"Aug 15, 2018",0.67%
5275,myNEWS Holdings Bhd (MYNE),"Jul 26, 2017",0.01,"Aug 15, 2017",0.64%
5275,myNEWS Holdings Bhd (MYNE),"Jul 15, 2016",0.015,"Jul 29, 2016",0.64%
5236,Matrix Concepts Holdings Bhd (MATR),"Jun 20, 2018",0.1285,"Jul 11, 2018",6.12%
5236,Matrix Concepts Holdings Bhd (MATR),"Mar 21, 2018",0.1235,"Apr 11, 2018",6.40%
5236,Matrix Concepts Holdings Bhd (MATR),"Dec 20, 2017",0.1165,"Jan 10, 2018",5.34%
5236,Matrix Concepts Holdings Bhd (MATR),"Sep 12, 2017",0.11,"Oct 11, 2017",5.00%
5236,Matrix Concepts Holdings Bhd (MATR),"Jun 02, 2017",0.1375,"Jun 20, 2017",5.02%
5236,Matrix Concepts Holdings Bhd (MATR),"Mar 29, 2017",0.144,"Apr 12, 2017",5.27%
5073,Naim Holdings Bhd (NCHB),"Mar 23, 2015",0.035,"Apr 24, 2015",2.05%
5021,AYS Ventures Bhd (AYSV),"Aug 01, 2018",0.025,"Aug 24, 2018",6.17%
5021,AYS Ventures Bhd (AYSV),"Mar 14, 2018",0.025,"Mar 30, 2018",6.41%
5021,AYS Ventures Bhd (AYSV),"Aug 02, 2017",0.025,"Aug 18, 2017",5.95%
5021,AYS Ventures Bhd (AYSV),"Dec 06, 2016",0.0183,"Dec 22, 2016",3.55%
5021,AYS Ventures Bhd (AYSV),"Mar 07, 2016",0.01,"Mar 22, 2016",2.56%
5021,AYS Ventures Bhd (AYSV),"Jul 16, 2015",0.01,"Aug 10, 2015",3.64%
5268,Ikhmas Jaya Group Bhd (IKHM),"Aug 16, 2017",0.005,"Sep 12, 2017",1.56%
5268,Ikhmas Jaya Group Bhd (IKHM),"Aug 16, 2016",0.01,"Sep 09, 2016",1.53%
3514,Marco Holdings Bhd (MRHB),"Jun 27, 2018",0.005,"Jul 13, 2018",3.57%
3514,Marco Holdings Bhd (MRHB),"Jun 14, 2017",0.005,"Jun 30, 2017",3.70%
3514,Marco Holdings Bhd (MRHB),"May 31, 2016",0.007,"Jun 16, 2016",4.24%
3514,Marco Holdings Bhd (MRHB),"Jun 26, 2015",0.002,"Jul 15, 2015",1.33%
0059,M Mode Bhd (MMDE),"Jun 07, 2016",0.006,"Jun 23, 2016",2.07%
4383,Jaya Tiasa Holdings Bhd (JTIA),"Nov 29, 2017",0.005,"Dec 19, 2017",0.67%
4383,Jaya Tiasa Holdings Bhd (JTIA),"Nov 28, 2016",0.013,"Dec 16, 2016",1.21%
4383,Jaya Tiasa Holdings Bhd (JTIA),"Nov 30, 2015",0.01,"Dec 16, 2015",0.82%
4383,Jaya Tiasa Holdings Bhd (JTIA),"Dec 01, 2014",0.015,"Dec 17, 2014",-
0104,Genetec Technology Bhd (GTCY),"Sep 06, 2018",0.025,"Sep 28, 2018",1.75%
0056,Grand-Flo Bhd (GRFL),"Jul 10, 2018",0.006,"Jul 25, 2018",2.79%
0056,Grand-Flo Bhd (GRFL),"Jun 28, 2016",0.005,"Jul 15, 2016",2.00%
7247,SCGM Bhd (SCGB),"Jul 05, 2018",0.06,"Jul 25, 2018",3.64%
7247,SCGM Bhd (SCGB),"Mar 28, 2018",0.06,"Apr 13, 2018",3.33%
7247,SCGM Bhd (SCGB),"Dec 20, 2017",0.06,"Jan 12, 2018",3.03%
7247,SCGM Bhd (SCGB),"Sep 21, 2017",0.06,"Oct 13, 2017",2.23%
7247,SCGM Bhd (SCGB),"Jul 07, 2017",0.06,"Jul 25, 2017",2.08%
7247,SCGM Bhd (SCGB),"Mar 29, 2017",0.08,"Apr 14, 2017",1.95%
5147,Samchem Holdings Bhd (SAHB),"Jul 24, 2018",0.035,"Aug 08, 2018",3.59%
5147,Samchem Holdings Bhd (SAHB),"Jun 01, 2018",0.03,"Jun 13, 2018",3.19%
5147,Samchem Holdings Bhd (SAHB),"Nov 22, 2017",0.03,"Dec 12, 2017",2.86%
5147,Samchem Holdings Bhd (SAHB),"Sep 20, 2017",0.035,"Oct 10, 2017",3.59%
5147,Samchem Holdings Bhd (SAHB),"May 29, 2017",0.0325,"Jun 16, 2017",4.11%
5147,Samchem Holdings Bhd (SAHB),"Nov 25, 2016",0.0525,"Dec 16, 2016",2.30%
9296,RCE Capital Berhad (REDI),"Sep 13, 2018",0.07,"Oct 04, 2018",4.29%
9296,RCE Capital Berhad (REDI),"Jan 15, 2018",0.045,"Jan 30, 2018",2.92%
9296,RCE Capital Berhad (REDI),"Sep 05, 2017",0.03,"Sep 20, 2017",2.26%
9296,RCE Capital Berhad (REDI),"Aug 26, 2016",0.035,"Sep 15, 2016",2.06%
9296,RCE Capital Berhad (REDI),"Sep 22, 2015",0.06,"Oct 08, 2015",8.33%
7201,Progressive Impact Corporation Bhd (PGSV),"Jun 12, 2018",0.005,"Jun 29, 2018",3.57%
7201,Progressive Impact Corporation Bhd (PGSV),"May 29, 2017",0.0061,"Jun 30, 2017",3.94%
7201,Progressive Impact Corporation Bhd (PGSV),"May 26, 2016",0.0061,"Jun 20, 2016",3.70%
7201,Progressive Impact Corporation Bhd (PGSV),"Sep 08, 2015",0.0038,"Sep 29, 2015",2.38%
5247,Karex (KARE),"Dec 06, 2017",0.01,"Dec 18, 2017",1.30%
5247,Karex (KARE),"Dec 01, 2016",0.02,"Dec 16, 2016",1.23%
5247,Karex (KARE),"Dec 03, 2015",0.0167,"Dec 18, 2015",0.70%
5247,Karex (KARE),"Dec 10, 2014",0.0167,"Dec 22, 2014",-
7235,Superlon Holdings Bhd (SPLH),"Jul 05, 2018",0.0275,"Jul 26, 2018",2.01%
7235,Superlon Holdings Bhd (SPLH),"Apr 02, 2018",0.035,"Apr 27, 2018",2.23%
7235,Superlon Holdings Bhd (SPLH),"Jan 02, 2018",0.025,"Jan 25, 2018",1.52%
7235,Superlon Holdings Bhd (SPLH),"Jul 05, 2017",0.0275,"Jul 28, 2017",1.31%
7235,Superlon Holdings Bhd (SPLH),"Apr 10, 2017",0.055,"May 05, 2017",2.89%
7235,Superlon Holdings Bhd (SPLH),"Dec 29, 2016",0.05,"Jan 19, 2017",1.92%
0012,Three A Resources Bhd (THEA),"Nov 24, 2017",0.018,"Dec 12, 2017",2.02%
0012,Three A Resources Bhd (THEA),"Nov 25, 2016",0.0144,"Dec 13, 2016",1.27%
0012,Three A Resources Bhd (THEA),"Dec 16, 2015",0.014,"Jan 08, 2016",1.04%
0012,Three A Resources Bhd (THEA),"Dec 18, 2014",0.014,"Jan 05, 2015",-
5077,Malaysian Bulk Carriers Bhd (MBCB),"May 28, 2015",0.01,"Jun 18, 2015",1.32%
5276,Dancomech Holdings Bhd (DNCO),"Sep 18, 2018",0.015,"Sep 28, 2018",3.41%
5276,Dancomech Holdings Bhd (DNCO),"Apr 26, 2018",0.015,"May 11, 2018",3.61%
5276,Dancomech Holdings Bhd (DNCO),"Sep 05, 2017",0.015,"Sep 26, 2017",4.05%
5276,Dancomech Holdings Bhd (DNCO),"May 03, 2017",0.015,"May 18, 2017",2.70%
5276,Dancomech Holdings Bhd (DNCO),"Dec 07, 2016",0.015,"Dec 28, 2016",1.00%
3689,Fraser Neave Holdings Bhd (FRAS),"May 16, 2018",0.575,"Jun 07, 2018",1.52%
3689,Fraser Neave Holdings Bhd (FRAS),"Jan 25, 2018",0.575,"Feb 09, 2018",1.60%
3689,Fraser Neave Holdings Bhd (FRAS),"May 19, 2017",0.575,"Jun 15, 2017",2.20%
3689,Fraser Neave Holdings Bhd (FRAS),"Jan 20, 2017",0.575,"Feb 06, 2017",2.31%
3689,Fraser Neave Holdings Bhd (FRAS),"May 19, 2016",0.625,"Jun 15, 2016",2.56%
3689,Fraser Neave Holdings Bhd (FRAS),"Jan 22, 2016",0.575,"Feb 04, 2016",2.54%
0050,Systech Bhd (SYST),"Feb 22, 2017",0.003,"Mar 20, 2017",0.95%
4731,Scientex Bhd (STIK),"Jul 03, 2018",0.2,"Jul 13, 2018",2.43%
4731,Scientex Bhd (STIK),"Dec 26, 2017",0.16,"Jan 26, 2018",2.39%
4731,Scientex Bhd (STIK),"Jul 05, 2017",0.16,"Jul 21, 2017",1.87%
4731,Scientex Bhd (STIK),"Dec 28, 2016",0.16,"Jan 13, 2017",1.92%
4731,Scientex Bhd (STIK),"Jul 14, 2016",0.125,"Aug 05, 2016",2.02%
4731,Scientex Bhd (STIK),"Jan 07, 2016",0.22,"Jan 25, 2016",1.68%
5260,Only World Group Holdings Bhd (ONLY),"Oct 27, 2015",0.028,"Nov 16, 2015",-
1724,Paramount Corporation Bhd (PRMS),"Sep 05, 2018",0.085,"Sep 28, 2018",4.55%
1724,Paramount Corporation Bhd (PRMS),"Jun 18, 2018",0.085,"Jul 04, 2018",4.57%
1724,Paramount Corporation Bhd (PRMS),"Sep 07, 2017",0.085,"Sep 28, 2017",4.52%
1724,Paramount Corporation Bhd (PRMS),"May 29, 2017",0.085,"Jun 15, 2017",4.57%
1724,Paramount Corporation Bhd (PRMS),"Sep 07, 2016",0.0825,"Sep 28, 2016",4.69%
1724,Paramount Corporation Bhd (PRMS),"May 30, 2016",0.0825,"Jun 15, 2016",6.07%
6645,Lingkaran Trans Kota Holdings Bhd (LTKH),"Mar 16, 2018",0.25,"Mar 28, 2018",5.13%
6645,Lingkaran Trans Kota Holdings Bhd (LTKH),"Sep 18, 2017",0.3,"Sep 28, 2017",5.28%
6645,Lingkaran Trans Kota Holdings Bhd (LTKH),"Mar 15, 2017",0.25,"Mar 28, 2017",4.27%
6645,Lingkaran Trans Kota Holdings Bhd (LTKH),"Sep 19, 2016",0.2,"Sep 28, 2016",3.44%
1562,Berjaya Sports Toto Bhd (BSTB),"Oct 03, 2018",0.16,"Oct 23, 2018",6.96%
1562,Berjaya Sports Toto Bhd (BSTB),"Jul 16, 2018",0.16,"Aug 09, 2018",7.02%
1562,Berjaya Sports Toto Bhd (BSTB),"Apr 11, 2018",0.15,"May 03, 2018",5.79%
1562,Berjaya Sports Toto Bhd (BSTB),"Jan 24, 2018",0.14,"Feb 13, 2018",6.73%
1562,Berjaya Sports Toto Bhd (BSTB),"Oct 06, 2017",0.14,"Oct 24, 2017",6.09%
1562,Berjaya Sports Toto Bhd (BSTB),"Jul 18, 2017",0.14,"Aug 09, 2017",6.03%
2216,IJM Plantations Bhd (IJMP),"Jun 27, 2018",0.05,"Jul 18, 2018",2.01%
2216,IJM Plantations Bhd (IJMP),"Jun 28, 2017",0.07,"Jul 19, 2017",2.97%
2216,IJM Plantations Bhd (IJMP),"Jun 21, 2016",0.05,"Jul 13, 2016",1.60%
2216,IJM Plantations Bhd (IJMP),"Jun 23, 2015",0.06,"Jul 07, 2015",1.81%
7200,Tek Seng Holdings Bhd (TSHB),"Jun 27, 2018",0.02,"Jul 20, 2018",7.02%
7200,Tek Seng Holdings Bhd (TSHB),"Sep 13, 2017",0.02,"Oct 06, 2017",6.15%
7200,Tek Seng Holdings Bhd (TSHB),"Nov 23, 2016",0.02,"Dec 21, 2016",3.74%
7200,Tek Seng Holdings Bhd (TSHB),"Aug 29, 2016",0.03,"Sep 09, 2016",2.34%
7200,Tek Seng Holdings Bhd (TSHB),"Jun 13, 2016",0.03,"Jul 11, 2016",2.26%
7200,Tek Seng Holdings Bhd (TSHB),"May 10, 2016",0.01,"May 31, 2016",0.83%
1082,Hong Leong Financial Group Bhd (HLCB),"Jun 12, 2018",0.4,"Jun 26, 2018",2.02%
1082,Hong Leong Financial Group Bhd (HLCB),"Dec 14, 2017",0.38,"Dec 28, 2017",2.02%
1082,Hong Leong Financial Group Bhd (HLCB),"Jun 09, 2017",0.38,"Jun 23, 2017",2.43%
1082,Hong Leong Financial Group Bhd (HLCB),"Dec 06, 2016",0.38,"Dec 23, 2016",2.28%
1082,Hong Leong Financial Group Bhd (HLCB),"Jun 09, 2016",0.38,"Jun 28, 2016",2.43%
1082,Hong Leong Financial Group Bhd (HLCB),"Nov 27, 2015",0.3756,"Dec 23, 2015",2.52%
0040,OpenSys M Bhd (OPYS),"Mar 28, 2018",0.01,"Apr 18, 2018",3.23%
0040,OpenSys M Bhd (OPYS),"Sep 27, 2017",0.01,"Oct 16, 2017",3.51%
0040,OpenSys M Bhd (OPYS),"Mar 29, 2017",0.01,"Apr 19, 2017",2.90%
0040,OpenSys M Bhd (OPYS),"Sep 28, 2016",0.01,"Oct 19, 2016",2.74%
7120,Acoustech Bhd (ACOU),"Jun 28, 2016",0.025,"Jul 18, 2016",5.43%
5071,Coastal Contracts Bhd (CTAL),"Sep 14, 2017",0.02,"Oct 03, 2017",1.79%
5071,Coastal Contracts Bhd (CTAL),"Mar 10, 2017",0.02,"Mar 28, 2017",1.72%
5071,Coastal Contracts Bhd (CTAL),"Sep 13, 2016",0.03,"Sep 28, 2016",2.07%
5071,Coastal Contracts Bhd (CTAL),"Mar 10, 2016",0.04,"Mar 28, 2016",2.68%
5071,Coastal Contracts Bhd (CTAL),"Sep 09, 2015",0.058,"Sep 29, 2015",3.37%
7154,Caely Holdings Bhd (CAEY),"Oct 03, 2018",0.01,"Oct 25, 2018",0.97%
7154,Caely Holdings Bhd (CAEY),"Oct 04, 2017",0.01,"Oct 26, 2017",1.04%
7154,Caely Holdings Bhd (CAEY),"Sep 26, 2016",0.01,"Oct 18, 2016",2.20%
7154,Caely Holdings Bhd (CAEY),"Sep 29, 2015",0.01,"Oct 28, 2015",1.90%
5248,Bermaz Auto Bhd (BERA),"Jul 06, 2018",0.077,"Jul 26, 2018",3.60%
5248,Bermaz Auto Bhd (BERA),"Apr 06, 2018",0.0855,"Apr 26, 2018",3.77%
5248,Bermaz Auto Bhd (BERA),"Jan 12, 2018",0.09,"Jan 26, 2018",4.50%
5248,Bermaz Auto Bhd (BERA),"Oct 09, 2017",0.1015,"Oct 27, 2017",4.86%
5248,Bermaz Auto Bhd (BERA),"Jul 07, 2017",0.1165,"Jul 26, 2017",5.74%
5248,Bermaz Auto Bhd (BERA),"Apr 06, 2017",0.11,"Apr 26, 2017",5.47%
5109,YTL Hospitality REIT (YTLR),"Aug 10, 2018",0.0787,"Aug 30, 2018",6.25%
5109,YTL Hospitality REIT (YTLR),"Jun 06, 2018",0.059,"Jun 29, 2018",4.96%
5109,YTL Hospitality REIT (YTLR),"Mar 08, 2018",0.0773,"Mar 30, 2018",7.03%
5109,YTL Hospitality REIT (YTLR),"Dec 06, 2017",0.0641,"Dec 29, 2017",5.53%
5109,YTL Hospitality REIT (YTLR),"Aug 09, 2017",0.0699,"Aug 30, 2017",5.78%
5109,YTL Hospitality REIT (YTLR),"Jun 07, 2017",0.0773,"Jun 30, 2017",6.50%
5020,Glomac Bhd (GLOM),"Nov 28, 2017",0.0273,"Dec 08, 2017",6.20%
5020,Glomac Bhd (GLOM),"Apr 27, 2017",0.035,"May 15, 2017",5.47%
5020,Glomac Bhd (GLOM),"Nov 28, 2016",0.04,"Dec 08, 2016",5.63%
5020,Glomac Bhd (GLOM),"May 12, 2016",0.0425,"Jun 14, 2016",5.31%
5020,Glomac Bhd (GLOM),"Nov 26, 2015",0.0425,"Dec 10, 2015",5.21%
7161,Kerjaya Prospek Group Bhd (KREJ),"Jun 08, 2018",0.03,"Jul 10, 2018",2.07%
7161,Kerjaya Prospek Group Bhd (KREJ),"Aug 11, 2017",0.0341,"Aug 29, 2017",2.32%
7161,Kerjaya Prospek Group Bhd (KREJ),"Aug 01, 2016",0.04,"Aug 18, 2016",1.22%
7161,Kerjaya Prospek Group Bhd (KREJ),"Jun 18, 2015",0.03,"Jul 15, 2015",1.32%
7073,Seacera Group Bhd (SCER),"Sep 13, 2016",0.03,"Sep 30, 2016",3.08%
7073,Seacera Group Bhd (SCER),"Sep 08, 2015",0.03,"Sep 25, 2015",3.41%
7167,Johore Tin Bhd (JHTN),"Jun 11, 2018",0.035,"Jun 26, 2018",3.30%
7167,Johore Tin Bhd (JHTN),"Mar 14, 2018",0.04,"Mar 29, 2018",4.08%
7167,Johore Tin Bhd (JHTN),"Dec 21, 2017",0.0338,"Jan 09, 2018",3.02%
7167,Johore Tin Bhd (JHTN),"Oct 02, 2017",0.0325,"Oct 17, 2017",2.73%
7167,Johore Tin Bhd (JHTN),"Jun 13, 2017",0.0263,"Jun 28, 2017",1.95%
7167,Johore Tin Bhd (JHTN),"Jun 29, 2016",0.015,"Jul 29, 2016",1.00%
5284,Lotte Chemical Titan Holding BHD (LOTT),"May 16, 2018",0.23,"Jun 08, 2018",4.50%
5127,AmanahRaya Real Estate Investment Trust (AMRY),"Jun 19, 2018",0.0543,"Jul 13, 2018",6.35%
2771,Boustead Holdings Bhd (BOUS),"Sep 19, 2018",0.09,"Oct 05, 2018",4.62%
2771,Boustead Holdings Bhd (BOUS),"Jun 13, 2018",0.11,"Jul 04, 2018",5.45%
2771,Boustead Holdings Bhd (BOUS),"Mar 13, 2018",0.11,"Mar 29, 2018",4.55%
2771,Boustead Holdings Bhd (BOUS),"Dec 14, 2017",0.12,"Dec 29, 2017",4.30%
2771,Boustead Holdings Bhd (BOUS),"Sep 14, 2017",0.14,"Sep 28, 2017",4.67%
2771,Boustead Holdings Bhd (BOUS),"Jun 13, 2017",0.15,"Jun 23, 2017",5.56%
7035,CCK Consolidated Holdings Bhd (CCKH),"May 28, 2018",0.015,"Jun 29, 2018",1.69%
7035,CCK Consolidated Holdings Bhd (CCKH),"May 29, 2017",0.02,"Jun 30, 2017",1.45%
7035,CCK Consolidated Holdings Bhd (CCKH),"May 27, 2016",0.015,"Jun 30, 2016",2.27%
7035,CCK Consolidated Holdings Bhd (CCKH),"Jun 03, 2015",0.02,"Jun 30, 2015",1.75%
0113,MMS Ventures Bhd (MMST),"Mar 16, 2018",0.02,"Apr 17, 2018",1.23%
0113,MMS Ventures Bhd (MMST),"Sep 21, 2017",0.02,"Oct 17, 2017",1.20%
0113,MMS Ventures Bhd (MMST),"Mar 15, 2017",0.02,"Apr 14, 2017",1.02%
0113,MMS Ventures Bhd (MMST),"Sep 14, 2016",0.02,"Oct 17, 2016",3.15%
0113,MMS Ventures Bhd (MMST),"Mar 16, 2016",0.02,"Apr 15, 2016",2.99%
0113,MMS Ventures Bhd (MMST),"Sep 15, 2015",0.02,"Oct 16, 2015",3.77%
5038,KSL Holdings Bhd (KSLH),"Oct 26, 2015",0.07,"Nov 26, 2015",6.03%
5143,Luxchem Corporation Bhd (LCBH),"Sep 05, 2018",0.025,"Sep 28, 2018",3.73%
5143,Luxchem Corporation Bhd (LCBH),"Apr 18, 2018",0.0233,"May 15, 2018",3.45%
5143,Luxchem Corporation Bhd (LCBH),"Aug 29, 2017",0.0233,"Sep 29, 2017",3.03%
5143,Luxchem Corporation Bhd (LCBH),"Apr 19, 2017",0.07,"May 15, 2017",3.15%
5143,Luxchem Corporation Bhd (LCBH),"Sep 09, 2016",0.07,"Sep 30, 2016",4.22%
5143,Luxchem Corporation Bhd (LCBH),"May 31, 2016",0.065,"Jun 30, 2016",4.28%
5271,Pecca Group Bhd (PECC),"Mar 27, 2018",0.05,"Apr 09, 2018",5.38%
5271,Pecca Group Bhd (PECC),"Dec 12, 2017",0.05,"Dec 27, 2017",3.88%
5271,Pecca Group Bhd (PECC),"Mar 10, 2017",0.04,"Mar 28, 2017",2.70%
5271,Pecca Group Bhd (PECC),"Dec 07, 2016",0.04,"Dec 27, 2016",2.48%
1996,Kretam Holdings Bhd (KREK),"Dec 27, 2017",0.01,"Jan 16, 2018",2.22%
1996,Kretam Holdings Bhd (KREK),"Dec 28, 2016",0.01,"Jan 16, 2017",1.82%
1198,MAA Group Bhd (MAAS),"Mar 22, 2018",0.06,"Apr 25, 2018",9.92%
1198,MAA Group Bhd (MAAS),"Sep 28, 2017",0.09,"Oct 23, 2017",11.84%
1198,MAA Group Bhd (MAAS),"Mar 13, 2017",0.09,"Mar 31, 2017",11.04%
1198,MAA Group Bhd (MAAS),"Sep 20, 2016",0.06,"Oct 10, 2016",6.74%
1198,MAA Group Bhd (MAAS),"Mar 11, 2016",0.06,"Mar 31, 2016",6.35%
1198,MAA Group Bhd (MAAS),"Sep 23, 2015",0.06,"Oct 09, 2015",6.15%
5584,Yee Lee Corporation Bhd (YLEE),"Jun 29, 2018",0.045,"Jul 17, 2018",2.07%
5584,Yee Lee Corporation Bhd (YLEE),"Jun 30, 2017",0.045,"Jul 18, 2017",1.99%
5584,Yee Lee Corporation Bhd (YLEE),"Jun 29, 2016",0.035,"Jul 15, 2016",1.28%
5584,Yee Lee Corporation Bhd (YLEE),"Jul 21, 2015",0.03,"Aug 04, 2015",1.35%
6807,Puncak Niaga Holdings Bhd (PNHB),"Jul 23, 2018",0.005,"Aug 08, 2018",0.85%
5171,Kimlun Corporation Bhd (KICB),"Jul 09, 2018",0.055,"Aug 09, 2018",3.85%
5171,Kimlun Corporation Bhd (KICB),"Jul 06, 2017",0.065,"Aug 08, 2017",4.92%
5171,Kimlun Corporation Bhd (KICB),"Jul 15, 2016",0.058,"Aug 18, 2016",2.59%
5171,Kimlun Corporation Bhd (KICB),"Jul 21, 2015",0.038,"Aug 19, 2015",2.15%
6114,MKH Bhd (METR),"Dec 22, 2017",0.05,"Jan 11, 2018",3.57%
6114,MKH Bhd (METR),"Dec 14, 2016",0.0677,"Dec 30, 2016",3.64%
6114,MKH Bhd (METR),"Dec 16, 2015",0.07,"Dec 31, 2015",2.56%
6114,MKH Bhd (METR),"Oct 29, 2014",0.08,"Nov 11, 2014",-
0093,Solution Engineering Holdings Bhd (SLEG),"Dec 08, 2016",0.01,"Dec 23, 2016",6.06%
0093,Solution Engineering Holdings Bhd (SLEG),"Sep 09, 2015",0.0067,"Sep 25, 2015",2.79%
5191,Tambun Indah Land Bhd (TAMB),"Jul 30, 2018",0.077,"Aug 16, 2018",7.78%
5191,Tambun Indah Land Bhd (TAMB),"Jan 22, 2018",0.1,"Feb 12, 2018",12.35%
5191,Tambun Indah Land Bhd (TAMB),"Jul 24, 2017",0.1,"Aug 11, 2017",9.90%
5191,Tambun Indah Land Bhd (TAMB),"Jan 24, 2017",0.09,"Feb 16, 2017",6.34%
5191,Tambun Indah Land Bhd (TAMB),"Aug 01, 2016",0.09,"Aug 17, 2016",6.08%
5191,Tambun Indah Land Bhd (TAMB),"Jan 26, 2016",0.097,"Feb 18, 2016",7.24%
5090,Media Chinese International Ltd (MDCH),"Jun 18, 2018",0.0171,"Jul 13, 2018",6.33%
5090,Media Chinese International Ltd (MDCH),"Dec 11, 2017",0.025,"Dec 29, 2017",8.47%
5090,Media Chinese International Ltd (MDCH),"Jun 16, 2017",0.0307,"Jul 10, 2017",7.31%
5090,Media Chinese International Ltd (MDCH),"Dec 13, 2016",0.0428,"Dec 30, 2016",7.25%
5090,Media Chinese International Ltd (MDCH),"Jun 20, 2016",0.0451,"Jul 13, 2016",6.35%
5090,Media Chinese International Ltd (MDCH),"Dec 08, 2015",0.0451,"Dec 23, 2015",6.18%
8397,Tiong Nam Logistics Holdings Bhd (TNTT),"Aug 29, 2017",0.02,"Sep 25, 2017",1.98%
8397,Tiong Nam Logistics Holdings Bhd (TNTT),"Aug 26, 2016",0.05,"Sep 21, 2016",2.94%
8397,Tiong Nam Logistics Holdings Bhd (TNTT),"Oct 05, 2015",0.04,"Oct 28, 2015",2.50%
7207,Success Transformer Corporation Bhd (SCCE),"Oct 30, 2017",0.025,"Nov 29, 2017",2.84%
7207,Success Transformer Corporation Bhd (SCCE),"Dec 29, 2016",0.05,"Jan 31, 2017",1.43%
7207,Success Transformer Corporation Bhd (SCCE),"May 17, 2016",0.08,"Jun 15, 2016",4.28%
7207,Success Transformer Corporation Bhd (SCCE),"May 14, 2015",0.08,"Jun 15, 2015",3.48%
7168,Prg Holdings Bhd (PRGH),"Jun 28, 2017",0.005,"Jul 28, 2017",0.64%
7168,Prg Holdings Bhd (PRGH),"Jun 28, 2016",0.005,"Jul 28, 2016",0.56%
7168,Prg Holdings Bhd (PRGH),"Jul 09, 2015",0.01,"Jul 28, 2015",0.91%
5125,Pantech Group Holdings Bhd (PNTE),"Jul 31, 2018",0.02,"Aug 20, 2018",4.04%
5125,Pantech Group Holdings Bhd (PNTE),"Mar 28, 2018",0.02,"Apr 20, 2018",3.48%
5125,Pantech Group Holdings Bhd (PNTE),"Dec 27, 2017",0.018,"Jan 19, 2018",2.79%
5125,Pantech Group Holdings Bhd (PNTE),"Sep 27, 2017",0.0172,"Oct 24, 2017",2.46%
5125,Pantech Group Holdings Bhd (PNTE),"Aug 02, 2017",0.0172,"Aug 24, 2017",2.65%
5125,Pantech Group Holdings Bhd (PNTE),"Mar 29, 2017",0.0155,"Apr 12, 2017",2.58%
7252,Teo Seng Capital Bhd (TSCP),"Nov 18, 2016",0.015,"Nov 30, 2016",1.81%
7252,Teo Seng Capital Bhd (TSCP),"Jul 05, 2016",0.035,"Jul 22, 2016",3.07%
7252,Teo Seng Capital Bhd (TSCP),"Nov 27, 2015",0.025,"Dec 08, 2015",1.89%
7252,Teo Seng Capital Bhd (TSCP),"Sep 15, 2014",0.0333,"Sep 29, 2014",-
3417,Eastern & Oriental Bhd (ENOB),"Sep 26, 2017",0.0294,"Oct 13, 2017",2.24%
3417,Eastern & Oriental Bhd (ENOB),"Sep 06, 2016",0.02,"Sep 28, 2016",1.21%
3417,Eastern & Oriental Bhd (ENOB),"Oct 08, 2014",0.03,"Nov 05, 2014",1.89%
5133,Petra Energy Bhd (PTRE),"Apr 18, 2017",0.02,"May 15, 2017",3.31%
5133,Petra Energy Bhd (PTRE),"Dec 09, 2016",0.03,"Jan 06, 2017",2.94%
